paper_id,level,stem,tbl_idx,n_rows,n_cols,title,category,has_unit,is_conc_titled,has_hm,has_op,is_hm_op
P11447,B,2023_毛_Unknown_null,29,2,3,Table 4-17 Comparison between the comprehensive carcinogenicity risk control value of poll,risk_or_source,False,False,True,False,False
P11447,B,2023_毛_Unknown_null,30,2,7,Table 4-18 Comprehensive non-carcinogenic soil risk control value of pollutants,risk_or_source,False,False,True,False,False
P11447,B,2023_毛_Unknown_null,31,7,3,Table 4-19 Comparison between the comprehensive non-carcinogenic risk control value of pol,risk_or_source,True,False,True,False,False
P00036,B,10.1002_ldr.3857,0,14,4,Table 1 Accumulation of Pb (mg kg−1) in I. balsamina tissues under different Pb and PCBs t,other,False,True,True,True,True
P00707,B,2020_Liu X et al_EnvironSciPollutRes_10.1007-s11356-020-09934-3,0,14,4,Table 1 Physicochemical properties of rhizosphere soil,conc_like,True,False,False,False,False
P01223,B,2020_Lietal_EcotoxicolEnvironSaf_10.1016-j.ecoenv.2020.111083,0,21,5,"hrm { C r } ^ { 6 + } \mathrm { Z n } ,$ , Cu, Pb, Ni, Mo and TPH; water-soluble contents ",conc_like,True,False,True,True,True
P01272,B,10.1016_j.envint.2019.105421,0,7,4,oenix. The letter ${ } ^ { \mathfrak { s c } } \mathbf { S } \mathbf { P } ^ { \mathfrak {,other,False,False,True,True,True
P01348,B,10.1016_j.envpol.2020.114612,0,2,10,"hsf { d } } ^ { 2 + }$ , respectively. However, ${ \mathrm { O D } } _ { 6 0 0 }$ value co",other,False,False,True,False,False
P01348,B,10.1016_j.envpol.2020.114612,1,20,2,"id sequences of most Cd efflux proteins and alkaline phosphatases were lower than 30%, whi",other,False,False,True,False,False
P01348,B,10.1016_j.envpol.2020.114612,2,20,6,"line phosphatase-like,alpha/beta/alpha</td></tr><tr><td>junniGL001258</td><td>Alkaline pho",other,False,False,True,False,False
P01770,B,2020_Li W et al_SciTotalEnviron_10.1016-j.scitotenv.2020.139745,0,17,7,Table 1 The theoretical generation of representative e-waste in China. Adapted from Song e,other,False,False,True,False,False
P01770,B,2020_Li W et al_SciTotalEnviron_10.1016-j.scitotenv.2020.139745,1,7,4,"Fig. 1. E-waste exposure and control areas referenced, in China. Reprinted with permission",other,False,False,True,False,False
P01770,B,2020_Li W et al_SciTotalEnviron_10.1016-j.scitotenv.2020.139745,2,97,5,Table 2 Potential hazardous e-waste exposures and their effects on human health. Adapted f,risk_or_source,False,False,True,True,True
P03858,B,2020_Heetal_Agriculture_10.3390-agriculture10020047,0,6,4,"Table 1. Grading standards of potential ecological risk assessment, source: [21].",risk_or_source,False,False,True,False,False
P03858,B,2020_Heetal_Agriculture_10.3390-agriculture10020047,1,15,9,"Table 2. Descriptive statistics (means ± (sd)) of pH, heavy metals (mg/kg) and pesticide r",other,False,True,True,True,True
P03858,B,2020_Heetal_Agriculture_10.3390-agriculture10020047,2,7,10,Table 3. Potential ecological hazard index (Eir) of each heavy metal and PERI (RI) values ,other,False,False,True,False,False
P03858,B,2020_Heetal_Agriculture_10.3390-agriculture10020047,3,10,10,Table 4. Correlation coefficients between heavy metals in tea garden soil.,other,False,False,True,False,False
P03858,B,2020_Heetal_Agriculture_10.3390-agriculture10020047,4,8,7,Table 5. Pesticide residue pollution indices for each soil pesticide residue in the soil s,other,False,False,True,True,True
P04524,B,10_3390_su12176804,0,19,3,Table 1. Explanation of evaluation indicators.,risk_or_source,False,False,True,False,False
P04524,B,10_3390_su12176804,1,2,8,Table 2. Heavy metal toxicity response coefficient.,other,False,False,True,False,False
P04524,B,10_3390_su12176804,2,13,6,Table 3. Human health risk assessment parameter reference value.,risk_or_source,False,False,True,False,False
P04524,B,10_3390_su12176804,3,3,6,Table 4. Relative importance values of the indices.,other,False,False,False,False,False
P04524,B,10_3390_su12176804,4,17,6,Table 5. Weights of evaluation indicators.,other,False,False,True,False,False
P04524,B,10_3390_su12176804,5,20,5,Table 6. Standardized scores of evaluation indicators.,risk_or_source,False,False,True,False,False
P04524,B,10_3390_su12176804,6,12,8,Table 7. Scores of 18 indicators of Hebei Province.,other,False,False,True,False,False
P04524,B,10_3390_su12176804,7,4,5,Table 8. Heavy metal pollution status.,other,False,False,True,False,False
P04524,B,10_3390_su12176804,8,4,5,Table 9. Organic pollution status.,other,False,False,True,False,False
P08155,B,2020_He H et al_Agriculture_null,0,6,4,"Table 1. Grading standards of potential ecological risk assessment, source: [21].",risk_or_source,False,False,True,False,False
P08155,B,2020_He H et al_Agriculture_null,1,15,9,"Table 2. Descriptive statistics (means ± (sd)) of pH, heavy metals (mg/kg) and pesticide r",other,False,True,True,True,True
P08155,B,2020_He H et al_Agriculture_null,2,7,10,Table 3. Potential ecological hazard index (Eir) of each heavy metal and PERI (RI) values ,other,False,False,True,False,False
P08155,B,2020_He H et al_Agriculture_null,3,10,10,Table 4. Correlation coefficients between heavy metals in tea garden soil.,other,False,False,True,False,False
P08155,B,2020_He H et al_Agriculture_null,4,8,7,Table 5. Pesticide residue pollution indices for each soil pesticide residue in the soil s,other,False,False,True,True,True
P11155,B,2020_Shi J et al_EcotoxicolEnvironSaf_null,0,15,10,Table 1,other,False,False,True,True,True
P11155,B,2020_Shi J et al_EcotoxicolEnvironSaf_null,1,15,10,Table 2,other,False,False,True,False,False
P11182,B,2020_何明江_Land_null,0,14,4,Table 1-1 Researches of soil heavy metals from Literatures,other,False,False,True,False,False
P11182,B,2020_何明江_Land_null,1,17,7,Table 1-2 PAHs Contents in Soils from Literatures,other,False,False,False,True,False
P11182,B,2020_何明江_Land_null,2,6,4,Table 3-1 Level of potential ecological risk posed by heavy metals,risk_or_source,False,False,True,False,False
P11182,B,2020_何明江_Land_null,3,17,5,Table 3-2 Parameter values for human health risk assessment,risk_or_source,True,False,True,False,False
P11182,B,2020_何明江_Land_null,4,7,8,"Table 3-3 Values of reference dose (RfD, mg/kg/day) and slope factor (SF, per mg/kg/day) f",other,False,True,True,False,False
P11182,B,2020_何明江_Land_null,5,15,14,Table 3-4 Descriptive statistics of soil heavy metal concentrations and soil properties,other,False,True,True,False,False
P11182,B,2020_何明江_Land_null,6,14,8,Table 3-5 Descriptive statistical summary of the heavy metal concentration in rice grain (,other,False,True,True,False,False
P11182,B,2020_何明江_Land_null,7,6,9,Table 3-6 Spearman correlation coeficient matrix between heavy metal concentrations and so,risk_or_source,False,True,True,False,False
P11182,B,2020_何明江_Land_null,8,10,12,Table 3-7 Ecological risk indexes of soil heavy metals,risk_or_source,False,False,True,False,False
P11182,B,2020_何明江_Land_null,9,11,4,"Table 3-8 Estimations of non-carcinogenic (Hazard Quotient, HQ; Hazard Index, HI) and carc",risk_or_source,False,False,True,False,False
P11182,B,2020_何明江_Land_null,10,11,7,Table 4-1Total variance explained and matrix of principal components analysis,other,False,False,True,False,False
P11182,B,2020_何明江_Land_null,11,6,4,Table 4-2 The concentrations of soil heavy metals predict in 2026 under two scenarios (mg/,other,False,True,True,False,False
P11182,B,2020_何明江_Land_null,12,9,4,Table 5- 1 Summary of diagnostic indicators and sources,other,False,False,False,True,False
P11182,B,2020_何明江_Land_null,13,11,4,Table 5-2 TEFof16PAHs,other,False,False,True,True,True
P11182,B,2020_何明江_Land_null,14,7,4,Table 5-3 Parameters used in the ILCR model,risk_or_source,False,False,True,False,False
P11182,B,2020_何明江_Land_null,15,21,7,Table 5-4 Variable parameters used in the probabilistic risk assessment,risk_or_source,False,False,True,True,True
P11182,B,2020_何明江_Land_null,16,12,12,Table 5- 5 The statistics of soil PAHs concentration $\mathrm { ( \mu g / k g ) }$,other,False,True,False,True,False
P11182,B,2020_何明江_Land_null,17,18,18,Table 5-6 Correlation coefficients between soil PAHs and soil properties,other,False,False,False,True,False
P11182,B,2020_何明江_Land_null,18,6,7,Table 5-7 The correlation coefficients among individual PAHs and $\Sigma _ { 1 6 } \mathrm,risk_or_source,False,False,True,True,True
P11182,B,2020_何明江_Land_null,19,24,6,Table 5-8 ILCRs of farmers by the three different exposure pathways,risk_or_source,True,False,True,False,False
P11182,B,2020_何明江_Land_null,20,17,8,Table 6-1 Statistics of soil heavy metals and PAHs in combined sites,other,False,False,True,True,True
P11182,B,2020_何明江_Land_null,21,7,3,Table 6-2 Spearman correlation matrix of soil heavy metals and PAHs,risk_or_source,False,False,True,True,True
P01746,B,2019_Zeng S et al_SciTotalEnviron_10.1016-j.scitotenv.2019.05.291,0,15,9,$$ | Filtered values of risk and weighted values of agricultural soil pollution risk.,risk_or_source,True,False,True,True,True
P01746,B,2019_Zeng S et al_SciTotalEnviron_10.1016-j.scitotenv.2019.05.291,1,11,11,Table 2,other,False,False,True,True,True
P01746,B,2019_Zeng S et al_SciTotalEnviron_10.1016-j.scitotenv.2019.05.291,2,10,7,"proximately be 17.39% (Reimann and Caritat, 2012). Therefore, we believe that the stricter",other,False,False,True,True,True
P01962,B,2019_Ren J et al_EnvironSciTechnol_10.1021-acs.est.9b00698,0,14,14,Table 1. Summary of OCP and PCB concentrations in the ambient air $( C _ { \mathrm { A } },other,False,True,False,True,False
P02753,B,2019_Earth ICS_EnvironPollut_10.1088-1755-1315-384-1-012212,0,6,3,Table 1. Applicability and influencing factors of physical remediation,other,False,False,True,False,False
P02753,B,2019_Earth ICS_EnvironPollut_10.1088-1755-1315-384-1-012212,1,6,3,Table 2. Applicability and influencing factors of chemical remediation,other,False,False,True,False,False
P02753,B,2019_Earth ICS_EnvironPollut_10.1088-1755-1315-384-1-012212,2,5,4,Table 3. Applicability and influencing factors of bioremediation,risk_or_source,False,False,True,False,False
P03119,B,2020_陈建_环境科学_10.13671-j.hjkxxb.2020.0218_1,0,7,5,Table 1 The lipid content and electrolyte leakages of roots,other,False,False,True,False,False
P03119,B,2020_陈建_环境科学_10.13671-j.hjkxxb.2020.0218_1,1,7,9,Table 2The lifetime cancer risks of PAHs though ingestion exposure from spinach，inhalation,risk_or_source,False,False,True,True,True
P03948,B,2019_Yang X et al_ApplSci_10.3390-app9071365,0,30,13,Table 1. Physicochemical properties of biochar prepared by different methods and process p,other,False,False,True,False,False
P03948,B,2019_Yang X et al_ApplSci_10.3390-app9071365,1,9,13,Table 1. Cont.,other,False,False,True,False,False
P03948,B,2019_Yang X et al_ApplSci_10.3390-app9071365,2,7,6,Table 2. Preparation of different modified biochar.,risk_or_source,False,False,True,False,False
P03948,B,2019_Yang X et al_ApplSci_10.3390-app9071365,3,6,6,Table 2. Cont.,risk_or_source,False,False,True,False,False
P03948,B,2019_Yang X et al_ApplSci_10.3390-app9071365,4,12,4,Table 3. Adsorption mechanism of biochar for pollution remediation.,other,False,False,True,False,False
P03948,B,2019_Yang X et al_ApplSci_10.3390-app9071365,5,8,5,Table 4. Study on the application of biochar to the remediation of heavy metal pollution i,risk_or_source,True,False,True,False,False
P03948,B,2019_Yang X et al_ApplSci_10.3390-app9071365,6,8,6,Table 5. The remediation of soil pollution by various types of modified biochar.,risk_or_source,False,False,True,False,False
P03948,B,2019_Yang X et al_ApplSci_10.3390-app9071365,7,6,5,Table 6. Study on the application of biochar to remove persistent organic pollutants (POPs,risk_or_source,False,False,True,True,True
P04293,B,10_3390_ijms20092189,0,13,3,Table 1. Typical absorption bands and the main functional groups of rice straw.,other,False,False,True,False,False
P04293,B,10_3390_ijms20092189,1,10,6,Table 2. Influences of modified and unmodified rice straw on soil physical and chemical pr,other,False,False,True,False,False
P00217,B,2013_Contamination BE_BullEnvironContamToxicol_10.1007-s00128-018-2330-8,0,12,8,"Table 1 The concentrations of heavy metal, radionuclide and OCS of analyzed soil samples (",sample_conc,True,True,True,False,False
P00217,B,2013_Contamination BE_BullEnvironContamToxicol_10.1007-s00128-018-2330-8,1,7,4,Table 2 Diversity indices for soil microbial communities,other,False,False,True,False,False
P00217,B,2013_Contamination BE_BullEnvironContamToxicol_10.1007-s00128-018-2330-8,2,19,4,Table 3 Loading factors of principle components of carbon sources,other,False,False,True,False,False
P01127,B,2018_Wangetal_Chemosphere_10.1016-j.chemosphere.2018.06.177,0,19,8,"Table 1 PAH concentrations in fly ash, HW, SS, and $\mathsf { P M } _ { 2 }$ 5",sample_conc,True,True,True,True,True
P01127,B,2018_Wangetal_Chemosphere_10.1016-j.chemosphere.2018.06.177,1,14,8,Table 2 Heavy metal concentrations in sampling soils,summary_conc,True,True,True,False,False
P01211,B,2018_Liu X et al_EcotoxicolEnvironSaf_10.1016-j.ecoenv.2018.02.028,0,6,4,Table 1,other,False,False,True,False,False
P01211,B,2018_Liu X et al_EcotoxicolEnvironSaf_10.1016-j.ecoenv.2018.02.028,1,4,5,h different treatments. (Contaminated soil with (P) or without (NP) S. triqueter cultivati,other,False,False,True,False,False
P02495,B,2018_Jeelani N et al_Land_10.1080-15226514.2018.1425666,0,8,5,"ils treated with Cd or PAHs. Bars $( \mathsf { m e a n } \pm \mathsf { S E } , n = 3 )$ wi",other,False,False,True,True,True
P02495,B,2018_Jeelani N et al_Land_10.1080-15226514.2018.1425666,1,5,4,"01; Table 2). In the present study, an increase in Cd concentration in the soil decreased ",risk_or_source,False,True,True,False,False
P03275,B,2016_韩文辉_环境科学_10.16258-j.cnki.1674-5906.2016.09.021,0,6,4,Table 1 Grade standard of comprehensive assessment of soil quality,other,False,False,True,False,False
P03275,B,2016_韩文辉_环境科学_10.16258-j.cnki.1674-5906.2016.09.021,1,17,6,Table 2 Content characteristics of soil pollutants and fertility indicators,other,False,False,True,True,True
P03275,B,2016_韩文辉_环境科学_10.16258-j.cnki.1674-5906.2016.09.021,2,7,5,Table 3 The characteristic value and contribution of soil main components in sewage irriga,other,False,False,True,False,False
P03275,B,2016_韩文辉_环境科学_10.16258-j.cnki.1674-5906.2016.09.021,3,16,5,Table 4 Factor loading matrix of main components of the soil from sewage irrigation,other,False,False,True,True,True
P03275,B,2016_韩文辉_环境科学_10.16258-j.cnki.1674-5906.2016.09.021,4,6,4,Table 5 Factor loading matrix of main components of the soil from sewage irrigation,other,False,False,False,False,False
P03303,B,2018_Wan X et al_SoilWaterRes_10.17221-211-2017-SWR_3,0,25,12,Table 1. Concentrations of pollutants in soil under different land-use types (in mg/kg),other,False,True,True,True,True
P03303,B,2018_Wan X et al_SoilWaterRes_10.17221-211-2017-SWR_3,1,11,6,Table 2. Over-standard rates of pollutants in soil under different land-use types (in %),other,False,False,True,True,True
P03303,B,2018_Wan X et al_SoilWaterRes_10.17221-211-2017-SWR_3,2,11,8,Table 3. Concentrations of pollutants in soil at different areas of China (in mg/kg),other,False,True,True,True,True
P03303,B,2018_Wan X et al_SoilWaterRes_10.17221-211-2017-SWR_3,3,11,7,Table 4. Over-standard rate of pollutants in soil at different areas of China (in %),other,False,False,True,True,True
P03303,B,2018_Wan X et al_SoilWaterRes_10.17221-211-2017-SWR_3,4,10,10,Table 5. Correlation analysis of pollutants,other,False,False,True,True,True
P03303,B,2018_Wan X et al_SoilWaterRes_10.17221-211-2017-SWR_3,5,6,3,Table 6. Total variance from principal component analysis,other,False,False,True,False,False
P04074,B,2018_Lv D et al_EnvironRes_10.3390-ijerph15040698,0,29,4,Table 1. Polycyclic aromatic hydrocarbons and heavy metals concentrations in raw materials,sample_conc,True,True,True,False,False
P04074,B,2018_Lv D et al_EnvironRes_10.3390-ijerph15040698,1,36,4,Table 2. Polycyclic aromatic hydrocarbons and heavy metals concentrations $( \mu \mathrm {,risk_or_source,False,True,True,True,True
P04074,B,2018_Lv D et al_EnvironRes_10.3390-ijerph15040698,2,37,7,Table 3. Polycyclic aromatic hydrocarbons and heavy metals concentrations in air samples $,risk_or_source,False,True,True,True,True
P04085,B,2018_Metals_EnvironRes_10.3390-ijerph15081731,0,3,7,Table 1. Physicochemical properties of polycyclic aromatic hydrocarbons (PAHs).,other,False,False,True,True,True
P04085,B,2018_Metals_EnvironRes_10.3390-ijerph15081731,1,7,6,he stabilization efficiency rose slowly stabilization effect of zinc at this temperatas th,risk_or_source,False,False,True,False,False
P04085,B,2018_Metals_EnvironRes_10.3390-ijerph15081731,2,8,6,Table 3. The stabilization efficiency (%) of copper in soils by calcination technique.,other,False,False,True,False,False
P04085,B,2018_Metals_EnvironRes_10.3390-ijerph15081731,3,7,6,Table 4. The removal efficiency (%) of naphthalene in soils by calcination technique.,other,False,False,True,False,False
P04085,B,2018_Metals_EnvironRes_10.3390-ijerph15081731,4,7,6,"nation technology. The removal rates were all higher than 94%, as observed in the two and ",other,False,False,True,False,False
P11136,B,2020_Li Q et al_EcotoxicolEnvironSaf_null,0,21,5,"hrm { C r } ^ { 6 + } \mathrm { Z n } ,$ , Cu, Pb, Ni, Mo and TPH; water-soluble contents ",conc_like,True,False,True,True,True
P11293,B,2021_土壤中_土壤_null,0,14,8,Table 2.1 Current situation of PAHs-heavy metal co-contaminated soils,conc_like,True,False,True,True,True
P11293,B,2021_土壤中_土壤_null,1,4,4,"Table 2.2 Physical properties of gas, supercritical fluid and liquid",other,False,False,True,False,False
P11293,B,2021_土壤中_土壤_null,2,8,4,Table 2.3Physicochemical properties of the fluids,other,False,False,True,False,False
P11293,B,2021_土壤中_土壤_null,3,19,4,Table 2.4Structure of chelating ligands,other,False,False,True,False,False
P11293,B,2021_土壤中_土壤_null,4,13,3,Table 3.1Regents used in the experiment,other,False,False,True,False,False
P11293,B,2021_土壤中_土壤_null,5,4,6,"Table 3.2The formula and physical properties of phenanthrene,fluoranthene and pyrene",other,False,False,False,False,False
P11293,B,2021_土壤中_土壤_null,6,2,5,Table 3.3Physicochemical properties of soil,other,False,False,False,False,False
P11293,B,2021_土壤中_土壤_null,7,4,4,Table 3.4Standard curve of PAHs measured by HPLC,other,False,False,True,True,True
P11293,B,2021_土壤中_土壤_null,8,5,5,Table 3.5Recovery of PAHs by soxhlet extraction and ultrasonic extraction,conc_like,True,False,True,True,True
P11293,B,2021_土壤中_土壤_null,9,4,5,Table 4.1 Co-solvents used in the experiment,other,False,False,True,False,False
P11293,B,2021_土壤中_土壤_null,10,12,3,Table 4.2Model parameters,other,False,False,True,False,False
P11293,B,2021_土壤中_土壤_null,11,5,11,Table 4.3Adjusted parameters and AARD,other,False,False,False,False,False
P11293,B,2021_土壤中_土壤_null,12,13,3,Table 5.1Regents used in the experiment,other,False,False,True,False,False
P11293,B,2021_土壤中_土壤_null,13,6,5,Table 5.1Influence of the different co-solvents on the extracted fraction of PAHs and Cd.,other,False,False,True,True,True
P00764,B,2017_Wang Y et al_JSoilsSediments_10.1007-s11368-017-1762-9,0,50,4,Table 1 The design and contamination content of all the treatments,other,False,False,True,False,False
P00764,B,2017_Wang Y et al_JSoilsSediments_10.1007-s11368-017-1762-9,1,4,4,><td>10</td><td>0</td></tr><tr><td>C2</td><td>C. comatus</td><td>10</td><td>200</td></tr><,other,False,False,True,False,False
P00764,B,2017_Wang Y et al_JSoilsSediments_10.1007-s11368-017-1762-9,2,6,2,Table 2 Basic properties of the untreated soil used for pot experiment before planting mus,conc_like,True,False,True,False,False
P01102,B,10.1016_j.chemosphere.2016.12.047,0,17,7,"Table 1. Nitrogen, Phosphorous and salt concentrations in greenhouse vegetable soils (GS),",sample_conc,True,True,True,False,False
P01102,B,10.1016_j.chemosphere.2016.12.047,1,3,5,50</td><td>1750</td><td></td><td></td></tr><tr><td>OFWS NS</td><td>147</td><td>1280</td><t,conc_like,True,False,True,False,False
P01540,B,10.1016_j.jhazmat.2016.12.009,0,4,2,Table 1,other,False,False,True,False,False
P01540,B,10.1016_j.jhazmat.2016.12.009,1,9,2,Table 2,other,False,False,True,False,False
P01540,B,10.1016_j.jhazmat.2016.12.009,2,3,6,Table 3,other,False,False,True,False,False
P04056,B,10_3390_ijerph14101198,0,19,13,"Table 1. Concentrations of individual PAHs, ∑16PAHs and ∑BPAHs in the samples from agricul",risk_or_source,True,True,True,True,True
P04056,B,10_3390_ijerph14101198,1,11,4,Table 2. Diagnostic ratios reported for PAHs in soils.,other,False,False,True,True,True
P00643,B,10.1007_s11356-016-6462-2,0,7,7,"## Quality control and quality assurance | Replicates, reagent blanks, and a standard refe",conc_like,True,False,True,False,False
P00643,B,10.1007_s11356-016-6462-2,1,20,9,"Table 2 Effects of cultivation years, sampling sites, and the interaction between them on ",other,False,False,True,False,False
P00643,B,10.1007_s11356-016-6462-2,2,20,11,} K }$ contents in solar greenhouses were relative high and all above the vegetable soil n,summary_conc,True,False,True,False,False
P00643,B,10.1007_s11356-016-6462-2,3,7,7,Table 4 Description data of heavy metals in soils in Round-Bohai Bay-Region (mg/kg),other,False,True,True,False,False
P00643,B,10.1007_s11356-016-6462-2,4,21,18,"The concentration of Pb was not very high than other heavy metals, suggesting a slight con",summary_conc,True,True,True,False,False
P00650,B,2016_Hu S et al_EnvironSciPollutRes_10.1007-s11356-016-6701-6,0,4,5,Table 1 Experimental design testing combined chromium(VI) and phenanthrene pollution,conc_like,True,False,False,False,False
P00650,B,2016_Hu S et al_EnvironSciPollutRes_10.1007-s11356-016-6701-6,1,7,6,"Table 2 $\mathrm { E C } _ { 1 0 } , \mathrm { E C } _ { 2 0 } ,$ and the 95 % confidence ",other,False,False,False,False,False
P00650,B,2016_Hu S et al_EnvironSciPollutRes_10.1007-s11356-016-6701-6,2,7,6,"Table 3 $\mathrm { E C } _ { 1 0 } , \mathrm { E C } _ { 2 0 } ,$ and the 95 % CIs of phen",other,False,False,False,False,False
P00650,B,2016_Hu S et al_EnvironSciPollutRes_10.1007-s11356-016-6701-6,3,8,6,Table 4 $\mathrm { E C } _ { 1 0 }$ and $\mathrm { E C } _ { 2 0 }$ of a 1:1 mixture of ch,other,False,False,True,False,False
P00650,B,2016_Hu S et al_EnvironSciPollutRes_10.1007-s11356-016-6701-6,4,8,7,Table 5 Combined effect analysis of a 1:1 mixture of chromium(VI) and phenanthrene based o,other,False,False,True,False,False
P02317,B,2016_Yan X et al_Radioprotection_10.1051-radiopro-2015022,0,8,10,"Table 1. The concentrations of radionuclides, heavy metals and OCPs of analyzed farmland s",other,False,True,True,True,True
P02317,B,2016_Yan X et al_Radioprotection_10.1051-radiopro-2015022,1,10,10,Table 2. Correlation coefficients between soil pollutants.,other,False,False,True,True,True
P02317,B,2016_Yan X et al_Radioprotection_10.1051-radiopro-2015022,2,5,2,"0.10, 0.02, 0.12); Õ6 = (0.19, 0.21, 0.20, 0.10, 0.01, 0.02, 0.11, | 0.02, 0.13).",other,False,False,False,False,False
P02317,B,2016_Yan X et al_Radioprotection_10.1051-radiopro-2015022,3,10,5,"Table 3. Standards for radionuclides, heavy metals and OCPs in soil (mg kg−1).",other,False,True,True,True,True
P05261,B,10_1080_10406638_2016_1143847,0,2,8,this study were taken in the summer of 2012 from the 0–10 cm surface layer of an agricultu,other,False,False,True,True,True
P05261,B,10_1080_10406638_2016_1143847,1,9,3,The respective degradation percentage of each PAH with starch co-metabolism in the presenc,other,False,False,False,True,False
P07409,B,2016_Song M_JHazardMater_null,0,5,7,Table 1,other,False,False,False,False,False
P07409,B,2016_Song M_JHazardMater_null,1,15,4,Table 2,other,False,False,False,False,False
P10878,B,2016_Zeng J et al_Chemosphere_null,0,16,4,Table 1 Concentrations of 15 PAHs in reaction mixture.,other,False,True,True,True,True
P00755,B,2008_Zhang Weihua et al_Nature_10.1007-s11368-015-1112-8,0,6,4,Table 1 Properties of bentonite,other,False,False,True,False,False
P00755,B,2008_Zhang Weihua et al_Nature_10.1007-s11368-015-1112-8,1,18,12,![](images/635b54e118e082bcbb3bcb0239693cf5f779816f6e2f716103a367b4f688d50f.jpg) | ability,other,False,False,True,False,False
P00761,B,10.1007_s11368-015-1341-x,0,3,8,Table 1 Soil properties,other,False,False,False,False,False
P00761,B,10.1007_s11368-015-1341-x,1,4,4,"Table 2 Properties of naphthalene, phenanthrene, and pyrene",other,False,False,False,True,False
P00761,B,10.1007_s11368-015-1341-x,2,10,15,Table 3,other,False,False,True,True,True
P00761,B,10.1007_s11368-015-1341-x,3,10,4,Table 4 Bond length (r) and interaction energy (G) between PAHs and heavy metal cations,other,False,False,True,True,True
P01993,B,2015_Liu J et al_EnvironSciTechnol_10.1021-es5049804,0,14,14,Table 1 Physiochemical characteristics and total PCB s and PBDEs contents of the e-waste c,conc_like,True,False,True,True,True
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,0,18,6,Table 2 Standard of soil PAHs pollution［6］,other,False,False,False,True,False
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,1,2,5,1</td><td>164.50</td><td>14.74</td><td>24.73</td><td>98.31</td></tr><tr><td>Bbf</td><td>1.,other,False,False,False,False,False
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,2,10,7,Table 3 Comparison of Σ PAH contents in soils from different regions,other,False,False,False,True,False
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,3,18,4,Table 4 Principal component eigenvalues of PAHs in agricultural soils from Dongguan,other,False,True,True,True,True
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,4,18,4,Table 5 Component Matrix of PAHs in agricultural soils from Dongguan,other,False,True,True,True,True
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,5,5,9,Table 6 Correlation between PAHs，heavy metals，pH and organic materials in agricultural soi,other,False,True,True,True,True
P03076,B,2011_摘要_环境科学_10.13209-j.0479-8023.2011.022,6,17,8,Table 7 Theoretic model and parameters of semivariogram of OCPs in soil from Dongguan,other,False,True,False,True,False
P03165,B,2015_Wan J et al_Land_10.1371-journal.pone.0129978,0,13,3,Table 1. Physiochemical properties of the tested soil.,conc_like,True,False,True,False,False
P03165,B,2015_Wan J et al_Land_10.1371-journal.pone.0129978,1,4,7,Table 2. Synergistic effect of the mixed agents on lindane solubilization.a,other,False,False,False,False,False
P03165,B,2015_Wan J et al_Land_10.1371-journal.pone.0129978,2,4,6,Table 3. Fractionation of metals in tested soils.,other,False,False,True,False,False
P03165,B,2015_Wan J et al_Land_10.1371-journal.pone.0129978,3,8,7,Table 4. Removal percentages of different metal species after washing treatments.a,other,False,False,True,False,False
P03328,B,2024_顾赟之_皮革制作与环保科技_10.20025-j.cnki.CN10-1679.2024-22-42,0,5,4,表1　检测方法,conc_like,True,False,True,True,True
P03328,B,2024_顾赟之_皮革制作与环保科技_10.20025-j.cnki.CN10-1679.2024-22-42,1,5,5,表2　土壤污染监测指标超标情况,summary_conc,True,False,False,True,False
P03328,B,2024_顾赟之_皮革制作与环保科技_10.20025-j.cnki.CN10-1679.2024-22-42,2,9,7,表3土壤修复技术筛选矩阵,other,False,False,True,False,False
P03328,B,2024_顾赟之_皮革制作与环保科技_10.20025-j.cnki.CN10-1679.2024-22-42,3,5,5,表 4　土壤淋洗修复后结果,other,False,False,False,True,False
P03328,B,2024_顾赟之_皮革制作与环保科技_10.20025-j.cnki.CN10-1679.2024-22-42,4,5,5,表5　土壤生物修复后结果,summary_conc,True,False,False,True,False
P10812,B,2016_Chen F et al_JHazardMater_null,0,19,7,"re exist many microbial species that are able to degrade PAHs [4]. However, it is difficul",other,False,False,True,True,True
P10812,B,2016_Chen F et al_JHazardMater_null,1,18,8,"hsf { v } / \mathsf { v } ) \mathsf { H N O } _ { 3 } ,$ extracting the fraction bound to ",other,False,False,True,False,False
P10812,B,2016_Chen F et al_JHazardMater_null,2,36,12,Table 3,other,False,False,False,False,False
P10812,B,2016_Chen F et al_JHazardMater_null,3,36,12,"bacterial strains. PAHs are the main source of toxicity to soil bacteria, whereas fungi/ye",other,False,False,True,True,True
P10812,B,2016_Chen F et al_JHazardMater_null,4,19,12,"Various growing plants, together with their associated microflora, have been demonstrated ",other,False,False,True,True,True
P10812,B,2016_Chen F et al_JHazardMater_null,5,11,6,Table 6,other,False,False,False,False,False
P11554,B,2024_梁文煦_Unknown_null,0,6,4,Table 2.1 Experimental reagents,other,False,False,True,False,False
