paper_id,level,stem,tbl_idx,n_rows,n_cols,title,category,has_unit,is_conc_titled,has_hm,has_op,is_hm_op
P11359,B,2022_易盛炜_Unknown_null,2,9,5,"Table 3-1 Binding energy and bond length analysis of complexes formed by cationic HM, Phe,",other,False,False,True,False,False
P11359,B,2022_易盛炜_Unknown_null,3,4,10,Table 4-1 Soil for the experiment.,conc_like,True,False,True,False,False
P11362,B,2022_赵燊炜_Unknown_null,0,23,3,Table 2.1 The information of samples from coking plant,other,False,False,False,False,False
P11362,B,2022_赵燊炜_Unknown_null,1,15,6,Table 2.2 Main experimental reagents,other,False,False,False,False,False
P11362,B,2022_赵燊炜_Unknown_null,2,16,3,Table 2.3 Major experimental instruments,other,False,False,True,False,False
P11362,B,2022_赵燊炜_Unknown_null,3,14,3,Table 2.4 Effects Range-Low and Effects Range-Median Values for Polycyclic Aromatic Hydroc,conc_like,True,False,False,True,False
P11362,B,2022_赵燊炜_Unknown_null,4,22,4,Table 2.5 The total concentrations of polycyclic aromatic hydrocarbon in soil (mg/kg),other,False,True,False,True,False
P11362,B,2022_赵燊炜_Unknown_null,5,22,15,Table 2.6 Risk quotient for polycyclic aromatic hydrocarbons in soil samples,risk_or_source,False,False,False,False,False
P11362,B,2022_赵燊炜_Unknown_null,6,22,13,d><td>42.25</td><td>3.28</td><td>56.58</td><td>6.66</td></tr><tr><td>18</td><td>10.29</td>,other,False,False,False,True,False
P11362,B,2022_赵燊炜_Unknown_null,7,12,6,Table 3.1 Major experimental reagents,other,False,False,False,False,False
P11362,B,2022_赵燊炜_Unknown_null,8,5,3,Table 3.2 Major experimental instruments,other,False,False,False,False,False
P11362,B,2022_赵燊炜_Unknown_null,9,7,7,"Table 3.3 Dry weight of plant roots, leaves in different groups after phytoremediation",sample_conc,True,True,False,False,False
P11362,B,2022_赵燊炜_Unknown_null,10,8,8,Table 3.4 Bioaccumulation factors (BFs) and translocation factors (TFs) for different plan,other,False,False,True,False,False
P11362,B,2022_赵燊炜_Unknown_null,11,11,6,Table 4.1 Major experimental reagents,other,False,False,False,False,False
P11362,B,2022_赵燊炜_Unknown_null,12,7,3,Table 4.2 Major experimental instruments,other,False,False,True,False,False
P11362,B,2022_赵燊炜_Unknown_null,13,4,4,Table 4.3 Response face design experiment group,other,False,False,False,False,False
P11362,B,2022_赵燊炜_Unknown_null,14,10,4,Table 4.4 Physiological and biochemical characteristics of BW,other,False,False,False,False,False
P11362,B,2022_赵燊炜_Unknown_null,15,3,2,Table 4.5 Results of 16S rRNA sequence comparison of the strains,other,False,False,True,False,False
P11362,B,2022_赵燊炜_Unknown_null,16,7,6,表4.6 菌株在重金属胁迫下的生长曲线拟合结果,other,False,False,True,False,False
P11362,B,2022_赵燊炜_Unknown_null,17,3,4,"Table 4.7 The comparison of strain degradating single, mixed polycyclic aromatic hydrocarb",other,False,False,False,True,False
P11362,B,2022_赵燊炜_Unknown_null,18,18,6,Table 4.8 Phe and Bap degradation rates for each response surface design test group,other,False,False,False,False,False
P11362,B,2022_赵燊炜_Unknown_null,19,11,7,Table 4.9 Phe degradation rate response surface test ANOVA,other,False,False,False,False,False
P11362,B,2022_赵燊炜_Unknown_null,20,14,7,Table 4.10 Bap degradation rate response surface test ANOVA,other,False,False,False,False,False
P11362,B,2022_赵燊炜_Unknown_null,21,4,4,"Table 5.1 Dry weight of plant roots, leaves in different groups",sample_conc,True,True,False,False,False
P11362,B,2022_赵燊炜_Unknown_null,22,4,7,Table 5.2 Cr and As concentrations in plants,sample_conc,True,True,True,False,False
P11362,B,2022_赵燊炜_Unknown_null,23,19,7,Table 5.3 Alpha diversity index statistics,other,False,False,False,False,False
P11362,B,2022_赵燊炜_Unknown_null,24,15,4,Table 5.4 Correlation coefficients between bacteria (phylum) and enzyme activity,other,False,False,True,False,False
P11362,B,2022_赵燊炜_Unknown_null,25,5,3,Table 5.5 Correlation of some bacteria with exchangeable fraction As and dehydrogenase act,other,False,False,True,False,False
P11362,B,2022_赵燊炜_Unknown_null,26,4,5,Table 5.6 Fresh and dry weight of plants and concentration of Cr and As in plants,sample_conc,True,True,True,False,False
P00303,B,2021_Zhang T et al_Ecotoxicology_10.1007-s10646-020-02320-2,0,16,13,"hern part of Nanjing city, China (118°47′37″E, 32°16′15″N), was selected as the study area",other,False,False,True,False,False
P00303,B,2021_Zhang T et al_Ecotoxicology_10.1007-s10646-020-02320-2,1,18,11,Table 2 Concentration of PAHs in soil samples surrounding the chemical industry park (mg k,other,False,True,True,True,True
P00303,B,2021_Zhang T et al_Ecotoxicology_10.1007-s10646-020-02320-2,2,31,5,Table 3 Chronic daily intake of Σ16PAH non-carcinogenic and carcinogenic pollutants and PA,risk_or_source,False,False,True,True,True
P00720,B,2018_Tian W et al_Nature_10.1007-s11356-021-15781-7,0,10,7,"Table 1 Values of the exposure parameters (Ministry of Ecology and Environment, PRC 2010, ",other,False,False,True,False,False
P00720,B,2018_Tian W et al_Nature_10.1007-s11356-021-15781-7,1,7,4,Table 2 Toxicological parameters of the pollutants (USEPA 2017),risk_or_source,True,False,True,False,False
P00720,B,2018_Tian W et al_Nature_10.1007-s11356-021-15781-7,2,6,8,Table 3 Statistical analysis of the PAH pollutant content (mg·g−1 ),other,False,False,True,True,True
P00720,B,2018_Tian W et al_Nature_10.1007-s11356-021-15781-7,3,6,6,Table 4 Probability distribution of the PAH concentration (mg·g−1 ),other,False,True,True,True,True
P00720,B,2018_Tian W et al_Nature_10.1007-s11356-021-15781-7,4,8,8,Table 5 Quantitative estimation of the cancer risk caused by the PAHs,risk_or_source,False,False,True,True,True
P00720,B,2018_Tian W et al_Nature_10.1007-s11356-021-15781-7,5,7,10,Table 6 Statistics of the probabilistic health risk assessment of the PAHs,risk_or_source,False,False,True,True,True
P01360,B,10.1016_j.envpol.2020.116038,0,4,2,"RMi are the ERL and ERM values of the ith pollutant, respectively (Ga˛siorek et al., 2017)",other,False,False,True,False,False
P01360,B,10.1016_j.envpol.2020.116038,1,10,2,<table><tr><td>EF value</td><td>Pollutant source identification</td></tr><tr><td> $\mathrm,other,False,False,False,False,False
P01360,B,10.1016_j.envpol.2020.116038,2,42,10,"s mainly originate from man-made sources (Da et al., 2013; Nozar et al., 2014; Chai et al.",summary_conc,True,False,True,True,True
P01364,B,10.1016_j.envpol.2021.116518,0,9,7,"Fig. 3. Spatial distribution of four factors, gross industrial production, distance to ind",other,False,False,False,False,False
P01795,B,10.1016_j.scitotenv.2021.146282,0,13,11,"RDA was performed to quantify the influence of environmental variables, including soil phy",conc_like,True,False,True,True,True
P01795,B,10.1016_j.scitotenv.2021.146282,1,53,4,"odules II and III may be associated with the degradation of PAHs and PBDEs. Similarly, mod",conc_like,True,False,True,True,True
P02402,B,2021_Wang D et al_EnvironTechnol_10.1080-09593330.2021.1946163,0,4,3,"ingle strain, the bioremediation of PAHs using a naturally enriched consortium is more pro",other,False,False,True,True,True
P02402,B,2021_Wang D et al_EnvironTechnol_10.1080-09593330.2021.1946163,1,24,6,<table><tr><td>Retention time (min)</td><td>m/z of fragmentions (% relative intensity)</td,other,False,False,True,False,False
P02763,B,2021_Zhao S et al_EnvironEngSci_10.1089-ees.2020.0416,0,14,4,Table 1. Effects Range-Low and Effects Range-Median Values for Polycyclic Aromatic Hydroca,conc_like,True,False,False,True,False
P02763,B,2021_Zhao S et al_EnvironEngSci_10.1089-ees.2020.0416,1,21,4,Table 2. Total Concentration of Polycyclic Aromatic Hydrocarbon in Soil Samples,sample_conc,True,True,False,True,False
P02763,B,2021_Zhao S et al_EnvironEngSci_10.1089-ees.2020.0416,2,25,17,"We conducted a Spearman correlation analysis, the correlation between PAH ecological risk ",risk_or_source,False,False,True,True,True
P03279,B,2013_赵颖_环境科学_10.16258-j.cnki.1674-5906.2013.07.022,0,11,3,Table 1 The enrichment coefficients and accumulation of PAHs of different tested pasture,other,False,False,True,True,True
P03279,B,2013_赵颖_环境科学_10.16258-j.cnki.1674-5906.2013.07.022,1,13,8,Table 2 Effects of tested pastures on the degradation of ∑PAHs,other,False,False,True,True,True
P03279,B,2013_赵颖_环境科学_10.16258-j.cnki.1674-5906.2013.07.022,2,11,3,Table 3 The enrichment coefficients and accumulation of As for different tested pastures,other,False,False,True,False,False
P03279,B,2013_赵颖_环境科学_10.16258-j.cnki.1674-5906.2013.07.022,3,12,5,Table 4 The content of available As and total As in soil,conc_like,True,False,True,False,False
P03319,B,2021_车凯_环境科学_10.19672-j.cnki.1003-6504.2021.S1.019_1,0,18,4,表1 变电站场地内、外表层土壤中PAHs含量（μg/kg）,other,False,True,False,True,False
P03319,B,2021_车凯_环境科学_10.19672-j.cnki.1003-6504.2021.S1.019_1,1,6,4,表2 重金属污染物潜在生态危害等级划分标准,other,False,False,True,False,False
P03319,B,2021_车凯_环境科学_10.19672-j.cnki.1003-6504.2021.S1.019_1,2,8,9,表3 变电站表层土壤中重金属污染系数及潜在生态危害指数,other,False,False,True,False,False
P03319,B,2021_车凯_环境科学_10.19672-j.cnki.1003-6504.2021.S1.019_1,3,7,5,表4 变电站表层土壤中PAHs污染水平,other,False,False,False,True,False
P04376,B,2021_Yin H et al_Molecules_10.3390-molecules26082169,0,24,7,Table 1. Summary of polybrominated diphenyl ether (PBDE) concentrations $\left( \mathrm { ,other,False,True,True,True,True
P04376,B,2021_Yin H et al_Molecules_10.3390-molecules26082169,1,15,12,Table 2. Descriptive statistics of metal concentrations $( \mu \mathrm { g } \cdot \mathrm,risk_or_source,False,True,True,False,False
P08528,B,2021_Qiao P et al_EnvironPollut_null,0,9,7,"Fig. 3. Spatial distribution of four factors, gross industrial production, distance to ind",other,False,False,False,False,False
P08598,B,2021_Xie T et al_SciTotalEnviron_null,0,6,4,Table 1 the classification of indexes.,other,False,False,True,False,False
P08598,B,2021_Xie T et al_SciTotalEnviron_null,1,16,11,Table 2,risk_or_source,True,False,True,False,False
P08598,B,2021_Xie T et al_SciTotalEnviron_null,2,9,16,"samples were situated between the warning limit boundaries for single pollution indexes, w",summary_conc,True,False,True,False,False
P08598,B,2021_Xie T et al_SciTotalEnviron_null,3,9,19,/td><td>83.2</td><td>148.8</td><td></td><td></td><td></td><td></td><td></td><td></td><td><,other,False,False,True,True,True
P08598,B,2021_Xie T et al_SciTotalEnviron_null,4,19,7,Fig. 3. Source profiles and contributions of the typical contaminants from PMF analysis. |,risk_or_source,False,False,True,False,False
P11292,B,2021_卢晓丽_Unknown_null,0,15,3,Table 2-1 Characteristic ratios and source types of PAHs,other,False,False,False,True,False
P11292,B,2021_卢晓丽_Unknown_null,1,16,2,Table 2-2 Toxic equivalent factors of 14 PAHs,other,False,False,True,True,True
P11292,B,2021_卢晓丽_Unknown_null,2,16,3,Table 2-3 Biotoxicity evaluation criteria for PAHs(μg·kg-1),other,False,False,True,True,True
P11292,B,2021_卢晓丽_Unknown_null,3,11,5,Table 2-4 Parameters used in expoosure model,other,False,False,True,False,False
P11292,B,2021_卢晓丽_Unknown_null,4,2,4,Table 2-5 ILCR evaluation criteria,risk_or_source,False,False,True,False,False
P11292,B,2021_卢晓丽_Unknown_null,5,17,9,Table 3-1 Descriptive statistic analysis for farmland soil PAHs contents(μg·kg-1),other,False,False,True,True,True
P11292,B,2021_卢晓丽_Unknown_null,6,3,5,Table 3- 2 Pollution standard of soil PAHs(μg·kg-1),other,False,False,False,True,False
P11292,B,2021_卢晓丽_Unknown_null,7,9,5,Table 3-3 Comparison of farmland soil ΣPAHs content in different domestic areas,other,False,False,True,True,True
P11292,B,2021_卢晓丽_Unknown_null,8,16,6,Table 3-4 Distribution feature of farmland soil PAHs content,other,False,False,True,True,True
P11292,B,2021_卢晓丽_Unknown_null,9,15,8,Table 3-5 Theoretical model and related parameters of farmland soil PAHs variation functio,other,False,False,True,True,True
P11292,B,2021_卢晓丽_Unknown_null,10,16,3,Table 3- 6 Rotation load matrix of each principal component factor of farmland soil PAHs,other,False,False,True,True,True
P11292,B,2021_卢晓丽_Unknown_null,11,20,6,Table 4-1 Statistic analysis characteristics for agricultural soil PAHs contents (μg ·kg-1,other,False,False,True,True,True
P11292,B,2021_卢晓丽_Unknown_null,12,21,6,100.00</td><td>0.3876~7.78</td><td>100.00</td></tr><tr><td>苯并[a]芘</td><td>5</td><td>0.28~3,other,False,False,True,True,True
P11292,B,2021_卢晓丽_Unknown_null,13,9,6,Table 4-2 Comparison of agricultural soil ΣPAHs content in different domestic areas $\left,other,False,False,True,True,True
P11292,B,2021_卢晓丽_Unknown_null,14,10,10,Table 4-3 pH and organic matter content in each soil profile,other,False,False,True,False,False
P11292,B,2021_卢晓丽_Unknown_null,15,11,9,"Table 4-4 Correlations between the organic matter content,pH and PAHs",other,False,False,True,True,True
P11292,B,2021_卢晓丽_Unknown_null,16,10,8,163</td><td>-0.045</td><td>-0.838**</td><td>-0.809*</td><td>-0.416</td><td>-0.728*</td><td,other,False,False,True,True,True
P11292,B,2021_卢晓丽_Unknown_null,17,18,5,Table 5-1 Toxic equivalent concentration of PAHs in farmland soil,other,False,True,True,True,True
P11292,B,2021_卢晓丽_Unknown_null,18,7,8,Table 5-2 Soil PAHs criterions of Netherland and Canada(μg·kg-1),other,False,False,True,True,True
P11292,B,2021_卢晓丽_Unknown_null,19,7,5,Table 5-3 The comparision of toxicity equivalent concentration of PAHs in soil,other,False,True,False,True,False
P11292,B,2021_卢晓丽_Unknown_null,20,17,7,Table 5-4 Toxicity assessment results of PAHs,other,False,False,True,True,True
P11292,B,2021_卢晓丽_Unknown_null,21,10,9,Table 5-5 ILCRS values in children and adults under three exposure pathways,risk_or_source,False,False,True,False,False
P11294,B,2021_李敏_Unknown_null,0,17,3,Table 2-1 Main experimental apparatus,other,False,False,True,False,False
P11294,B,2021_李敏_Unknown_null,1,8,6,"Table 2-2 The sequences number, richness and diversity of consortium QY1 in different trea",other,False,False,False,False,False
P11294,B,2021_李敏_Unknown_null,2,4,3,Table 3-1 Main experimental apparatus,other,False,False,True,False,False
P11294,B,2021_李敏_Unknown_null,3,9,6,"Table 3-2 The sequences number, richness and diversity of consortium QY1 in different trea",other,False,False,False,False,False
P11294,B,2021_李敏_Unknown_null,4,3,3,Table 4-1 Main experimental apparatus,other,False,False,False,False,False
P11294,B,2021_李敏_Unknown_null,5,14,6,Table 4-2 Design of remediation treatments for contaminated soil,conc_like,True,False,True,False,False
P11294,B,2021_李敏_Unknown_null,6,2,7,## 一、已发表（包括已接受待发表）的论文，以及已投稿、或已成文打算投稿、或拟成文投稿的 | ## 论文情况（只填写与学位论文内容相关的部分）：,other,False,False,True,True,True
P11294,B,2021_李敏_Unknown_null,7,5,2,李敏 | 2021年4月于华南理工大学,other,False,False,True,True,True
P11447,B,2023_毛_Unknown_null,0,7,3,Table 2-1 Statistical table of the output of products produced in the original coking gas ,other,False,True,True,False,False
P11447,B,2023_毛_Unknown_null,1,7,4,Table 2-2 List of raw and auxiliary materials,other,False,False,False,False,False
P11447,B,2023_毛_Unknown_null,2,21,3,Table 2-3 Distribution of workshops in the plant area,other,False,False,False,False,False
P11447,B,2023_毛_Unknown_null,3,27,6,Table 2-4 Main production equipment of coking gas plant,other,False,True,True,False,False
P11447,B,2023_毛_Unknown_null,4,16,13,Table 2-5 Summary of Site Pollution Identification,other,False,False,True,True,True
