unified_id,factor_id,level1_category,factor_name,application_scenario,applicable_scope,land_type_original,threshold_min,threshold_max,unit,threshold_original,standard_source,source
341,179,环境指标,锌,,生产用地,,,7.5,mg/kg,全国通用，6.5<pH≤7.5时，≤250mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
342,180,环境指标,锌,,生产用地,,7.5,,mg/kg,全国通用，pH>7.5时，≤300mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
343,61,环境指标,锌,一般绿地,生态用地,生态,250.0,800.0,mg/kg,其他绿地250-800mg/kg,绿化种植土壤CJ/T340-2016,ecological
344,62,环境指标,锌,特殊绿地,生态用地,生态,,150.0,mg/kg,自然保育区≤150mg/kg,绿化种植土壤CJ/T340-2016,ecological
345,63,环境指标,锑,一般绿地,生态用地,生态,,180.0,mg/kg,二类用地区≤180mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
346,64,环境指标,锑,特殊绿地,生态用地,生态,,20.0,mg/kg,一类用地区≤20mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
347,125,环境指标,镉,水田用地,生产用地,生产,,5.5,mg/kg,全国通用，pH≤5.5时，≤0.3mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
348,126,环境指标,镉,,生产用地,,,6.5,mg/kg,全国通用，5.5<pH≤6.5时，≤0.4mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
349,127,环境指标,镉,,生产用地,,,7.5,mg/kg,全国通用，6.5<pH≤7.5时，≤0.6mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
350,128,环境指标,镉,,生产用地,,7.5,,mg/kg,全国通用，pH>7.5时，≤0.8mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
351,129,环境指标,镉,其他用地,生产用地,生产,,5.5,mg/kg,全国通用，pH≤5.5时，≤0.3mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
352,130,环境指标,镉,,生产用地,,,6.5,mg/kg,全国通用，5.5<pH≤6.5时，≤0.3mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
353,131,环境指标,镉,,生产用地,,,7.5,mg/kg,全国通用，6.5<pH≤7.5时，≤0.3mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
354,132,环境指标,镉,,生产用地,,7.5,,mg/kg,全国通用，pH>7.5时，≤0.6mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
355,37,环境指标,镉,一般绿地,生态用地,生态,0.6,2.0,mg/kg,其他绿地0.6-2mg/kg,绿化种植土壤CJ/T340-2016,ecological
356,38,环境指标,镉,,生态用地,生态,,65.0,mg/kg,二类用地区≤65mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
357,39,环境指标,镉,特殊绿地,生态用地,生态,,0.4,mg/kg,自然保育区≤0.40mg/kg,绿化种植土壤CJ/T340-2016,ecological
358,40,环境指标,镉,,生态用地,生态,,20.0,mg/kg,一类用地区≤20mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
359,173,环境指标,镍,农用地通用,生产用地,生产,,5.5,mg/kg,全国通用，pH≤5.5时，≤60mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
360,174,环境指标,镍,,生产用地,,,6.5,mg/kg,全国通用，5.5<pH≤6.5时，≤70mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
361,175,环境指标,镍,,生产用地,,,7.5,mg/kg,全国通用，6.5<pH≤7.5时，≤100mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
362,176,环境指标,镍,,生产用地,,7.5,,mg/kg,全国通用，pH>7.5时，≤190mg/kg,土壤环境质量农用土壤污染风险管控标准GB15618-2018,production
363,57,环境指标,镍,一般绿地,生态用地,生态,50.0,220.0,mg/kg,其他绿地50-220mg/kg,绿化种植土壤CJ/T340-2016,ecological
364,58,环境指标,镍,,生态用地,生态,,900.0,mg/kg,二类用地区≤900mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
365,59,环境指标,镍,特殊绿地,生态用地,生态,,40.0,mg/kg,自然保育区≤40mg/kg,绿化种植土壤CJ/T340-2016,ecological
366,60,环境指标,镍,,生态用地,生态,,150.0,mg/kg,一类用地区≤150mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
367,125,环境指标,间-二甲苯+对-二甲苯,一般绿地,生态用地,生态,,570.0,mg/kg,二类用地区≤570mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
368,126,环境指标,间-二甲苯+对-二甲苯,特殊绿地,生态用地,生态,,163.0,mg/kg,一类用地区≤163mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
369,179,环境指标,阿特拉津,一般绿地,生态用地,生态,,7.4,mg/kg,二类用地区≤7.4mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
370,180,环境指标,阿特拉津,特殊绿地,生态用地,生态,,2.6,mg/kg,一类用地区≤2.6mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
371,87,环境指标,"顺-1,2-二氯乙烯",一般绿地,生态用地,生态,,596.0,mg/kg,二类用地区≤596mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
372,88,环境指标,"顺-1,2-二氯乙烯",特殊绿地,生态用地,生态,,66.0,mg/kg,一类用地区≤66mg/kg,质量建设用地土壤污染风险管控标准GB36600-2018,ecological
373,219,生物指标,发芽指数,一般绿地,生态用地,生态,80.0,,%,普通绿化区 >80%,绿化种植土壤CJ/T340-2016,ecological
374,"注：
区域定义（含核心管控导向）：
普通绿化区：以基础生态覆盖为核心的绿地，包括道路绿化带、工厂附属绿地、社区外围绿地等，管控重点为土壤基础理化指标（如 pH、有效土层、入渗率），满足植物存活基本需求（依据 CJ/T 340-2016 “普通绿化区” 阈值）；
耐盐碱种植区：受盐碱化影响的特殊绿地，包括滨海绿地、厂区次生盐碱绿地、盐碱地修复绿地等，管控重点为含盐量、交换性钠、钠吸附比等盐害指标（依据 CJ/T 340-2016 耐盐碱相关要求）；
高景观绿化区：兼具景观展示与生态功能的绿地，包括植物园、城市核心花坛、生物滞留池、公园主景观区等，管控重点为肥力指标（如阳离子交换量、有机质、水解性氮等）与景观适配性（如石砾粒径），需满足 CJ/T 340-2016 “高景观绿化区” 必测 / 选测要求；
设施绿化区：非常规场地绿化，包括屋顶绿化、地下顶面绿化、垂直绿化（构筑物壁面）等，管控重点为有效土层厚度（按植物类型区分：乔木≥80cm、灌木≥45cm、草坪≥15cm）、土壤密度（防荷载超限），依据 CJJ 82-2012 设施绿化相关要求；
自然保育区：以生态保护为首要目标的绿地，包括水源涵养林、自然保护区绿地、生态修复核心区等，管控重点为重金属低限值（CJ/T 340-2016 I 级）与原生土壤结构保护，避免人为干预破坏生态平衡；
一类用地绿地：人群高频接触的敏感绿地，包括住宅区内绿地、学校操场绿地、儿童公园、养老院附属绿地等，管控重点为污染物安全阈值（GB 36600-2018 “一类用地筛选值”），防范重金属、挥发性有机物通过接触 / 扬尘影响人体健康；
二类用地绿地：人群低接触或功能性绿地，包括商业街区绿地、工业厂区绿地、仓储区周边绿地等，管控重点为基础生态功能（如滞尘、降噪），污染物指标可按 GB 36600-2018 “二类用地筛选值” 放宽，优先保障植物存活；
污染管控区：潜在 / 历史污染绿地，包括废弃矿地、工业遗留场地修复绿地、污染土壤改良绿地等，管控重点为毒害重金属（砷、镉、铬、铅、汞）与特征污染物（如挥发性卤代烃），需符合 CJ/T 340-2016 IV 级或 GB 36600-2018 对应污染修复限值。
公园绿地指标选取规则：
应用场景中未单独列明的公园绿地，需按功能分区选取阈值：公园内花坛、专类园、生物滞留池等 “高景观功能区”，按 “高景观绿化区” 阈值执行；公园内普通游步道两侧、非景观核心区等 “基础绿化区”，按 “一般绿地” 阈值执行；儿童活动区、老人休憩区等 “人群高频接触区”，需额外符合 “一类用地绿地” 污染物限值。
一般绿地指标取舍规则：
应用场景中明确不含 “一般绿地”（核心场景为基础生态绿化，如道路基础绿化带、社区非景观绿地）的障碍因子时，仅针对非绿化主导功能区域（如绿地内纯硬化配套区、临时堆土区）可不予考虑；若场景涉及植物种植（即使非核心景观），仍需优先保障一般绿地的主控指标（pH、有效土层、入渗率、有机质）达标，避免因指标缺失导致植物生长异常。",生物指标,发芽指数,,生态用地,,,,,,,ecological
375,23,肥力指标,有效硫,公园绿地,生态用地,生态,20.0,500.0,mg/kg,高景观绿化区 20-500mg/kg,绿化种植土壤CJ/T340-2016,ecological
376,24,肥力指标,有效磷,一般绿地,生态用地,生态,5.0,60.0,mg/kg,普通绿化区 5-60mg/kg,绿化种植土壤CJ/T340-2016,ecological
377,25,肥力指标,有效钙,公园绿地,生态用地,生态,200.0,500.0,mg/kg,高景观绿化区 200-500mg/kg,绿化种植土壤CJ/T340-2016,ecological
378,26,肥力指标,有效钼,公园绿地,生态用地,生态,0.04,2.0,mg/kg,高景观绿化区 0.04-2mg/kg,绿化种植土壤CJ/T340-2016,ecological
379,27,肥力指标,有效铁,公园绿地,生态用地,生态,4.0,350.0,mg/kg,高景观绿化区 4-350mg/kg,绿化种植土壤CJ/T340-2016,ecological
380,28,肥力指标,有效铜,公园绿地,生态用地,生态,0.3,8.0,mg/kg,高景观绿化区 0.3-8mg/kg,绿化种植土壤CJ/T340-2016,ecological
381,29,肥力指标,有效锌,公园绿地,生态用地,生态,1.0,10.0,mg/kg,高景观绿化区 1-10mg/kg,绿化种植土壤CJ/T340-2016,ecological
382,30,肥力指标,有效锰,公园绿地,生态用地,生态,0.6,25.0,mg/kg,高景观绿化区 0.6-25mg/kg,绿化种植土壤CJ/T340-2016,ecological
383,31,肥力指标,有效镁,公园绿地,生态用地,生态,50.0,280.0,mg/kg,高景观绿化区 50-280mg/kg,绿化种植土壤CJ/T340-2016,ecological
384,109,肥力指标,有机质,水田用地,生产用地,生产,3.0,,%,东北山丘平原区 ≥3%,土壤复垦质量控制标准TD/T1036-2013,production
385,110,肥力指标,有机质,,生产用地,,2.0,,%,中部山地丘陵区 ≥2%,土壤复垦质量控制标准TD/T1036-2013,production
386,111,肥力指标,有机质,,生产用地,,1.5,,%,黄淮海平原区 ≥1.5%,土壤复垦质量控制标准TD/T1036-2013,production
387,112,肥力指标,有机质,,生产用地,,1.2,,%,西南山地丘陵区 ≥1.2%,土壤复垦质量控制标准TD/T1036-2013,production
388,113,肥力指标,有机质,,生产用地,,1.5,,%,长江中下游平原区 ≥1.5%,土壤复垦质量控制标准TD/T1036-2013,production
389,114,肥力指标,有机质,,生产用地,,1.5,,%,东南沿海山地丘陵区 ≥1.5%,土壤复垦质量控制标准TD/T1036-2013,production
390,115,肥力指标,有机质,其他用地,生产用地,生产,1.0,,%,北方草原区 ≥1%,土壤复垦质量控制标准TD/T1036-2013,production
391,116,肥力指标,有机质,,生产用地,,1.0,,%,东北山丘平原区 ≥1%,土壤复垦质量控制标准TD/T1036-2013,production
392,117,肥力指标,有机质,,生产用地,,0.5,,%,西北干旱区 ≥0.5%,土壤复垦质量控制标准TD/T1036-2013,production
393,118,肥力指标,有机质,,生产用地,,0.3,,%,青藏高原区 ≥0.3%,土壤复垦质量控制标准TD/T1036-2013,production
394,119,肥力指标,有机质,,生产用地,,0.3,,%,黄土高原区 ≥0.3%,土壤复垦质量控制标准TD/T1036-2013,production
395,120,肥力指标,有机质,,生产用地,,1.0,,%,中部山地丘陵区 ≥1%,土壤复垦质量控制标准TD/T1036-2013,production
396,121,肥力指标,有机质,,生产用地,,1.0,,%,黄淮海平原区 ≥1%,土壤复垦质量控制标准TD/T1036-2013,production
397,122,肥力指标,有机质,,生产用地,,1.0,,%,西南山地丘陵区 ≥1%,土壤复垦质量控制标准TD/T1036-2013,production
398,123,肥力指标,有机质,,生产用地,,1.0,,%,长江中下游平原区 ≥1%,土壤复垦质量控制标准TD/T1036-2013,production
399,124,肥力指标,有机质,,生产用地,,1.0,,%,东南沿海山地丘陵区 ≥1%,土壤复垦质量控制标准TD/T1036-2013,production
400,20,肥力指标,有机质,一般绿地,生态用地,生态,12.0,80.0,g/kg,普通绿化区 12-80g/kg,绿化种植土壤CJ/T340-2016,ecological
401,21,肥力指标,有机质,公园绿地,生态用地,生态,20.0,80.0,g/kg,高景观绿化区 20-80g/kg,绿化种植土壤CJ/T340-2016,ecological
402,22,肥力指标,水解性氮,一般绿地,生态用地,生态,40.0,200.0,mg/kg,普通绿化区 40-200mg/kg,绿化种植土壤CJ/T340-2016,ecological
403,32,肥力指标,速效钾,一般绿地,生态用地,生态,60.0,300.0,mg/kg,普通绿化区 60-300mg/kg,绿化种植土壤CJ/T340-2016,ecological
